interval 0.012046   current 14668.827097   old_charge 512079988   old_soc 99.999979   new_charge 165061971   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512083698   old_soc 99.999979   new_charge 165063801   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512085220   old_soc 99.999979   new_charge 165067557   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512088889   old_soc 99.999979   new_charge 165069058   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512090452   old_soc 99.999979   new_charge 165072798   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512094163   old_soc 99.999979   new_charge 165074628   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512095685   old_soc 99.999979   new_charge 165078384   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512099354   old_soc 99.999979   new_charge 165079885   new_soc 99.999993
interval 0.012124   current 14668.827097   old_charge 512100917   old_soc 99.999979   new_charge 165083697   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512104652   old_soc 99.999979   new_charge 165085527   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512106174   old_soc 99.999979   new_charge 165089283   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512109842   old_soc 99.999979   new_charge 165090784   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512111406   old_soc 99.999979   new_charge 165094524   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512115116   old_soc 99.999979   new_charge 165096025   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512116680   old_soc 99.999979   new_charge 165099609   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512120366   old_soc 99.999979   new_charge 165101438   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512121888   old_soc 99.999979   new_charge 165105194   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512125556   old_soc 99.999979   new_charge 165107024   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512127079   old_soc 99.999979   new_charge 165110716   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512130757   old_soc 99.999979   new_charge 165112216   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512132320   old_soc 99.999979   new_charge 165115999   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512136015   old_soc 99.999979   new_charge 165117500   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512137579   old_soc 99.999979   new_charge 165121084   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512141264   old_soc 99.999979   new_charge 165122914   new_soc 99.999993
interval 0.012428   current 14668.827097   old_charge 512142787   old_soc 99.999979   new_charge 165126755   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512146615   old_soc 99.999979   new_charge 165128585   new_soc 99.999993
interval 0.012068   current 14668.827097   old_charge 512148137   old_soc 99.999979   new_charge 165132274   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512151854   old_soc 99.999979   new_charge 165133775   new_soc 99.999993
interval 0.012494   current 14668.827097   old_charge 512153418   old_soc 99.999979   new_charge 165137736   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512157266   old_soc 99.999979   new_charge 165139237   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512158830   old_soc 99.999979   new_charge 165142821   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512162515   old_soc 99.999979   new_charge 165144651   new_soc 99.999993
interval 0.016570   current 14668.827097   old_charge 512164038   old_soc 99.999979   new_charge 165149757   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512169142   old_soc 99.999979   new_charge 165151587   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512170664   old_soc 99.999979   new_charge 165155278   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512174342   old_soc 99.999979   new_charge 165156778   new_soc 99.999993
interval 0.012124   current 14668.827097   old_charge 512175905   old_soc 99.999979   new_charge 165160591   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512179640   old_soc 99.999979   new_charge 165162092   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512181203   old_soc 99.999979   new_charge 165165675   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512184889   old_soc 99.999979   new_charge 165167505   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512186411   old_soc 99.999979   new_charge 165171360   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512190119   old_soc 99.999979   new_charge 165172860   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512191683   old_soc 99.999979   new_charge 165176601   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512195393   old_soc 99.999979   new_charge 165178431   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512196915   old_soc 99.999979   new_charge 165182285   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512200623   old_soc 99.999979   new_charge 165184115   new_soc 99.999993
interval 0.011990   current 14668.827097   old_charge 512202146   old_soc 99.999979   new_charge 165187855   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512205839   old_soc 99.999979   new_charge 165189355   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512207402   old_soc 99.999979   new_charge 165193138   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512211097   old_soc 99.999979   new_charge 165194969   new_soc 99.999993
interval 0.013424   current 14668.827097   old_charge 512212619   old_soc 99.999979   new_charge 165199141   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512216754   old_soc 99.999979   new_charge 165200642   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512218318   old_soc 99.999979   new_charge 165204425   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512222013   old_soc 99.999979   new_charge 165206255   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512223535   old_soc 99.999979   new_charge 165210011   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512227204   old_soc 99.999979   new_charge 165211512   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512228767   old_soc 99.999979   new_charge 165215252   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512232478   old_soc 99.999979   new_charge 165217083   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512234000   old_soc 99.999979   new_charge 165220839   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512237668   old_soc 99.999979   new_charge 165222339   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512239232   old_soc 99.999979   new_charge 165226080   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512242942   old_soc 99.999979   new_charge 165227910   new_soc 99.999993
interval 0.012428   current 14668.827097   old_charge 512244465   old_soc 99.999979   new_charge 165231752   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512248293   old_soc 99.999979   new_charge 165233252   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512249856   old_soc 99.999979   new_charge 165236993   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512253567   old_soc 99.999979   new_charge 165238823   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512255089   old_soc 99.999979   new_charge 165242579   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512258757   old_soc 99.999979   new_charge 165244079   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512260321   old_soc 99.999979   new_charge 165247863   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512264016   old_soc 99.999979   new_charge 165249693   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512265538   old_soc 99.999979   new_charge 165253374   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512269222   old_soc 99.999979   new_charge 165254874   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512270786   old_soc 99.999979   new_charge 165258658   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512274481   old_soc 99.999979   new_charge 165260488   new_soc 99.999993
interval 0.012254   current 14668.827097   old_charge 512276003   old_soc 99.999979   new_charge 165264124   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512279778   old_soc 99.999979   new_charge 165265624   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512281341   old_soc 99.999979   new_charge 165269408   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512285036   old_soc 99.999979   new_charge 165271238   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512286558   old_soc 99.999979   new_charge 165274994   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512290227   old_soc 99.999979   new_charge 165276495   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512291790   old_soc 99.999979   new_charge 165280235   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512295501   old_soc 99.999979   new_charge 165282065   new_soc 99.999993
interval 0.012408   current 14668.827097   old_charge 512297023   old_soc 99.999979   new_charge 165285841   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512300845   old_soc 99.999979   new_charge 165287341   new_soc 99.999993
interval 0.017864   current 14668.827097   old_charge 512302409   old_soc 99.999979   new_charge 165292870   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512307911   old_soc 99.999979   new_charge 165294700   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512309433   old_soc 99.999979   new_charge 165298555   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512313141   old_soc 99.999979   new_charge 165300055   new_soc 99.999993
interval 0.012622   current 14668.827097   old_charge 512314705   old_soc 99.999979   new_charge 165304075   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512318593   old_soc 99.999979   new_charge 165305905   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512320115   old_soc 99.999979   new_charge 165309759   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512323823   old_soc 99.999979   new_charge 165311590   new_soc 99.999993
interval 0.012068   current 14668.827097   old_charge 512325345   old_soc 99.999979   new_charge 165315279   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512329062   old_soc 99.999979   new_charge 165317049   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512330595   old_soc 99.999979   new_charge 165320740   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512334273   old_soc 99.999979   new_charge 165322570   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512335795   old_soc 99.999979   new_charge 165326327   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512339464   old_soc 99.999979   new_charge 165328157   new_soc 99.999993
interval 0.012566   current 14668.827097   old_charge 512340986   old_soc 99.999979   new_charge 165332030   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512344856   old_soc 99.999979   new_charge 165333530   new_soc 99.999993
interval 0.015078   current 14668.827097   old_charge 512346420   old_soc 99.999979   new_charge 165338093   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512351064   old_soc 99.999979   new_charge 165339593   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512352628   old_soc 99.999979   new_charge 165343177   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512356314   old_soc 99.999979   new_charge 165345007   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512357836   old_soc 99.999979   new_charge 165348862   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512361544   old_soc 99.999979   new_charge 165350692   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512363066   old_soc 99.999979   new_charge 165354383   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512366744   old_soc 99.999979   new_charge 165355884   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512368307   old_soc 99.999979   new_charge 165359667   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512372003   old_soc 99.999979   new_charge 165361498   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512373525   old_soc 99.999979   new_charge 165365352   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512377233   old_soc 99.999979   new_charge 165366852   new_soc 99.999993
interval 0.012124   current 14668.827097   old_charge 512378796   old_soc 99.999979   new_charge 165370665   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512382531   old_soc 99.999979   new_charge 165372496   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512384053   old_soc 99.999979   new_charge 165376350   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512387761   old_soc 99.999979   new_charge 165378181   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512389283   old_soc 99.999979   new_charge 165381872   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512392961   old_soc 99.999979   new_charge 165383642   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512394494   old_soc 99.999979   new_charge 165387333   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512398171   old_soc 99.999979   new_charge 165389164   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512399694   old_soc 99.999979   new_charge 165392845   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512403378   old_soc 99.999979   new_charge 165394345   new_soc 99.999993
interval 0.012124   current 14668.827097   old_charge 512404941   old_soc 99.999979   new_charge 165398158   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512408676   old_soc 99.999979   new_charge 165399989   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512410198   old_soc 99.999979   new_charge 165403669   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512413882   old_soc 99.999979   new_charge 165405170   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512415445   old_soc 99.999979   new_charge 165408953   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512419140   old_soc 99.999979   new_charge 165410454   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512420704   old_soc 99.999979   new_charge 165414037   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512424390   old_soc 99.999979   new_charge 165415868   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512425912   old_soc 99.999979   new_charge 165419722   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512429620   old_soc 99.999979   new_charge 165421553   new_soc 99.999993
interval 0.011990   current 14668.827097   old_charge 512431142   old_soc 99.999979   new_charge 165425292   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512434835   old_soc 99.999979   new_charge 165426793   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512436399   old_soc 99.999979   new_charge 165430576   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512440094   old_soc 99.999979   new_charge 165432407   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512441616   old_soc 99.999979   new_charge 165436088   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512445300   old_soc 99.999979   new_charge 165437588   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512446864   old_soc 99.999979   new_charge 165441372   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512450559   old_soc 99.999979   new_charge 165443202   new_soc 99.999993
interval 0.012428   current 14668.827097   old_charge 512452081   old_soc 99.999979   new_charge 165447044   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512455909   old_soc 99.999979   new_charge 165448544   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512457472   old_soc 99.999979   new_charge 165452285   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512461183   old_soc 99.999979   new_charge 165454116   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512462705   old_soc 99.999979   new_charge 165457872   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512466374   old_soc 99.999979   new_charge 165459372   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512467937   old_soc 99.999979   new_charge 165463113   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512471648   old_soc 99.999979   new_charge 165464944   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512473170   old_soc 99.999979   new_charge 165468700   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512476838   old_soc 99.999979   new_charge 165470200   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512478402   old_soc 99.999979   new_charge 165473984   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512482097   old_soc 99.999979   new_charge 165475814   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512483619   old_soc 99.999979   new_charge 165479495   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512487303   old_soc 99.999979   new_charge 165480996   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512488867   old_soc 99.999979   new_charge 165484779   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512492562   old_soc 99.999979   new_charge 165486610   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512494084   old_soc 99.999979   new_charge 165490291   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512497768   old_soc 99.999979   new_charge 165491791   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512499331   old_soc 99.999979   new_charge 165495575   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512503026   old_soc 99.999979   new_charge 165497405   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512504549   old_soc 99.999979   new_charge 165501162   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512508217   old_soc 99.999979   new_charge 165502662   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512509781   old_soc 99.999979   new_charge 165506445   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512513476   old_soc 99.999979   new_charge 165508276   new_soc 99.999993
interval 0.012030   current 14668.827097   old_charge 512514998   old_soc 99.999979   new_charge 165511916   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512518704   old_soc 99.999979   new_charge 165513417   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512520267   old_soc 99.999979   new_charge 165517200   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512523962   old_soc 99.999979   new_charge 165519031   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512525484   old_soc 99.999979   new_charge 165522712   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512529168   old_soc 99.999979   new_charge 165524543   new_soc 99.999993
interval 0.012068   current 14668.827097   old_charge 512530691   old_soc 99.999979   new_charge 165528232   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512534408   old_soc 99.999979   new_charge 165529732   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512535971   old_soc 99.999979   new_charge 165533516   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512539666   old_soc 99.999979   new_charge 165535016   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512541230   old_soc 99.999979   new_charge 165538599   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512544916   old_soc 99.999979   new_charge 165540430   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512546438   old_soc 99.999979   new_charge 165544186   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512550106   old_soc 99.999979   new_charge 165546017   new_soc 99.999993
interval 0.011990   current 14668.827097   old_charge 512551629   old_soc 99.999979   new_charge 165549757   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512555322   old_soc 99.999979   new_charge 165551257   new_soc 99.999993
interval 0.012514   current 14668.827097   old_charge 512556885   old_soc 99.999979   new_charge 165555104   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512560740   old_soc 99.999979   new_charge 165556604   new_soc 99.999993
interval 0.012016   current 14668.827097   old_charge 512562303   old_soc 99.999979   new_charge 165560419   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512566005   old_soc 99.999979   new_charge 165562250   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512567527   old_soc 99.999979   new_charge 165566006   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512571195   old_soc 99.999979   new_charge 165567837   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512572718   old_soc 99.999979   new_charge 165571528   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512576395   old_soc 99.999979   new_charge 165573029   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512577959   old_soc 99.999979   new_charge 165576769   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512581669   old_soc 99.999979   new_charge 165578270   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512583233   old_soc 99.999979   new_charge 165581853   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512586919   old_soc 99.999979   new_charge 165583684   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512588441   old_soc 99.999979   new_charge 165587365   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512592125   old_soc 99.999979   new_charge 165589196   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512593647   old_soc 99.999979   new_charge 165592887   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512597325   old_soc 99.999979   new_charge 165594387   new_soc 99.999993
interval 0.012046   current 14668.827097   old_charge 512598888   old_soc 99.999979   new_charge 165598128   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512602599   old_soc 99.999979   new_charge 165599628   new_soc 99.999993
interval 0.012016   current 14668.827097   old_charge 512604162   old_soc 99.999979   new_charge 165603443   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512607864   old_soc 99.999979   new_charge 165605274   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512609386   old_soc 99.999979   new_charge 165609031   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512613054   old_soc 99.999979   new_charge 165610862   new_soc 99.999993
interval 0.011990   current 14668.827097   old_charge 512614577   old_soc 99.999979   new_charge 165614601   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512618270   old_soc 99.999979   new_charge 165616101   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512619833   old_soc 99.999979   new_charge 165619885   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512623528   old_soc 99.999979   new_charge 165621385   new_soc 99.999993
interval 0.016626   current 14668.827097   old_charge 512625092   old_soc 99.999979   new_charge 165626593   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512630213   old_soc 99.999979   new_charge 165628424   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512631735   old_soc 99.999979   new_charge 165632181   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512635404   old_soc 99.999979   new_charge 165634012   new_soc 99.999993
interval 0.012068   current 14668.827097   old_charge 512636926   old_soc 99.999979   new_charge 165637701   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512640643   old_soc 99.999979   new_charge 165639201   new_soc 99.999993
interval 0.011772   current 14668.827097   old_charge 512642207   old_soc 99.999979   new_charge 165642918   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512645833   old_soc 99.999979   new_charge 165644419   new_soc 99.999993
interval 0.012016   current 14668.827097   old_charge 512647396   old_soc 99.999979   new_charge 165648234   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512651098   old_soc 99.999979   new_charge 165649734   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512652661   old_soc 99.999979   new_charge 165653318   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512656347   old_soc 99.999979   new_charge 165655149   new_soc 99.999993
interval 0.012478   current 14668.827097   old_charge 512657869   old_soc 99.999979   new_charge 165658997   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512661713   old_soc 99.999979   new_charge 165660828   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512663235   old_soc 99.999979   new_charge 165664519   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512666913   old_soc 99.999979   new_charge 165666020   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512668476   old_soc 99.999979   new_charge 165669803   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512672171   old_soc 99.999979   new_charge 165671303   new_soc 99.999993
interval 0.012016   current 14668.827097   old_charge 512673735   old_soc 99.999979   new_charge 165675119   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512677436   old_soc 99.999979   new_charge 165676950   new_soc 99.999993
interval 0.014474   current 14668.827097   old_charge 512678958   old_soc 99.999979   new_charge 165681299   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512683417   old_soc 99.999979   new_charge 165683130   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512684939   old_soc 99.999979   new_charge 165686822   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512688617   old_soc 99.999979   new_charge 165688322   new_soc 99.999993
interval 0.012174   current 14668.827097   old_charge 512690180   old_soc 99.999979   new_charge 165692047   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512693930   old_soc 99.999979   new_charge 165693547   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512695493   old_soc 99.999979   new_charge 165697131   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512699179   old_soc 99.999979   new_charge 165698962   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512700702   old_soc 99.999979   new_charge 165702817   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512704410   old_soc 99.999979   new_charge 165704317   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512705973   old_soc 99.999979   new_charge 165708101   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512709668   old_soc 99.999979   new_charge 165709932   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512711190   old_soc 99.999979   new_charge 165713688   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512714859   old_soc 99.999979   new_charge 165715519   new_soc 99.999993
interval 0.011990   current 14668.827097   old_charge 512716381   old_soc 99.999979   new_charge 165719259   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512720074   old_soc 99.999979   new_charge 165720759   new_soc 99.999993
interval 0.012124   current 14668.827097   old_charge 512721638   old_soc 99.999979   new_charge 165724572   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512725372   old_soc 99.999979   new_charge 165726072   new_soc 99.999993
interval 0.011966   current 14668.827097   old_charge 512726936   old_soc 99.999979   new_charge 165729656   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512730621   old_soc 99.999979   new_charge 165731487   new_soc 99.999993
interval 0.013812   current 14668.827097   old_charge 512732144   old_soc 99.999979   new_charge 165735845   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512736398   old_soc 99.999979   new_charge 165737346   new_soc 99.999993
interval 0.012124   current 14668.827097   old_charge 512737962   old_soc 99.999979   new_charge 165741159   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512741696   old_soc 99.999979   new_charge 165742990   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512743218   old_soc 99.999979   new_charge 165746845   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512746926   old_soc 99.999979   new_charge 165748345   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512748490   old_soc 99.999979   new_charge 165752129   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512752185   old_soc 99.999979   new_charge 165753629   new_soc 99.999993
interval 0.012144   current 14668.827097   old_charge 512753748   old_soc 99.999979   new_charge 165757477   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512757489   old_soc 99.999979   new_charge 165759309   new_soc 99.999993
interval 0.017664   current 14668.827097   old_charge 512759011   old_soc 99.999979   new_charge 165764750   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512764452   old_soc 99.999979   new_charge 165766581   new_soc 99.999993
interval 0.011940   current 14668.827097   old_charge 512765974   old_soc 99.999979   new_charge 165770272   new_soc 99.999993
