interval 0.004976   current 14668.827097   old_charge 512769652   old_soc 99.999979   new_charge 165772043   new_soc 99.999993
interval 0.012068   current 14668.827097   old_charge 512771185   old_soc 99.999979   new_charge 165775732   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512774902   old_soc 99.999979   new_charge 165777563   new_soc 99.999993
interval 0.011960   current 14668.827097   old_charge 512776424   old_soc 99.999979   new_charge 165781244   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512780108   old_soc 99.999979   new_charge 165782744   new_soc 99.999993
interval 0.011996   current 14668.827097   old_charge 512781672   old_soc 99.999979   new_charge 165786528   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512785367   old_soc 99.999979   new_charge 165788028   new_soc 99.999993
interval 0.012464   current 14668.827097   old_charge 512786930   old_soc 99.999979   new_charge 165791966   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512790770   old_soc 99.999979   new_charge 165793797   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512792292   old_soc 99.999979   new_charge 165797652   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512796000   old_soc 99.999979   new_charge 165799483   new_soc 99.999993
interval 0.017406   current 14668.827097   old_charge 512797522   old_soc 99.999979   new_charge 165804784   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512802884   old_soc 99.999979   new_charge 165806284   new_soc 99.999993
interval 0.012494   current 14668.827097   old_charge 512804447   old_soc 99.999979   new_charge 165810246   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512808295   old_soc 99.999979   new_charge 165812077   new_soc 99.999993
interval 0.012254   current 14668.827097   old_charge 512809818   old_soc 99.999979   new_charge 165815713   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512813592   old_soc 99.999979   new_charge 165817213   new_soc 99.999993
interval 0.012494   current 14668.827097   old_charge 512815156   old_soc 99.999979   new_charge 165821175   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512819004   old_soc 99.999979   new_charge 165823006   new_soc 99.999993
interval 0.012038   current 14668.827097   old_charge 512820526   old_soc 99.999979   new_charge 165826861   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512824234   old_soc 99.999979   new_charge 165828361   new_soc 99.999993
interval 0.012124   current 14668.827097   old_charge 512825798   old_soc 99.999979   new_charge 165832175   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512829532   old_soc 99.999979   new_charge 165834006   new_soc 99.999993
interval 0.011910   current 14668.827097   old_charge 512831055   old_soc 99.999979   new_charge 165837762   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512834723   old_soc 99.999979   new_charge 165839594   new_soc 99.999993
interval 0.017546   current 14668.827097   old_charge 512836245   old_soc 99.999979   new_charge 165844982   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512841650   old_soc 99.999979   new_charge 165846753   new_soc 99.999993
interval 0.012068   current 14668.827097   old_charge 512843183   old_soc 99.999979   new_charge 165850442   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512846900   old_soc 99.999979   new_charge 165851942   new_soc 99.999993
interval 0.062338   current 14668.827097   old_charge 512848463   old_soc 99.999979   new_charge 165871140   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512867665   old_soc 99.999979   new_charge 165872972   new_soc 99.999993
interval 0.012588   current 14668.827097   old_charge 512869187   old_soc 99.999979   new_charge 165876875   new_soc 99.999993
interval 0.005076   current 14668.827097   old_charge 512873065   old_soc 99.999979   new_charge 165878375   new_soc 99.999993
interval 0.012432   current 14668.827097   old_charge 512874628   old_soc 99.999979   new_charge 165882279   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512878457   old_soc 99.999979   new_charge 165884111   new_soc 99.999993
interval 0.011828   current 14668.827097   old_charge 512879980   old_soc 99.999979   new_charge 165887644   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512883623   old_soc 99.999979   new_charge 165889476   new_soc 99.999993
interval 0.012428   current 14668.827097   old_charge 512885145   old_soc 99.999979   new_charge 165893317   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512888973   old_soc 99.999979   new_charge 165895088   new_soc 99.999993
interval 0.012306   current 14668.827097   old_charge 512890506   old_soc 99.999979   new_charge 165898802   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512894296   old_soc 99.999979   new_charge 165900634   new_soc 99.999993
interval 0.011828   current 14668.827097   old_charge 512895819   old_soc 99.999979   new_charge 165904167   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512899462   old_soc 99.999979   new_charge 165905999   new_soc 99.999993
interval 0.012478   current 14668.827097   old_charge 512900984   old_soc 99.999979   new_charge 165909847   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512904828   old_soc 99.999979   new_charge 165911618   new_soc 99.999993
interval 0.016518   current 14668.827097   old_charge 512906360   old_soc 99.999979   new_charge 165916719   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512911448   old_soc 99.999979   new_charge 165918551   new_soc 99.999993
interval 0.011828   current 14668.827097   old_charge 512912971   old_soc 99.999979   new_charge 165922084   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512916614   old_soc 99.999979   new_charge 165923916   new_soc 99.999993
interval 0.011980   current 14668.827097   old_charge 512918136   old_soc 99.999979   new_charge 165927632   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512921826   old_soc 99.999979   new_charge 165929403   new_soc 99.999993
interval 0.012356   current 14668.827097   old_charge 512923359   old_soc 99.999979   new_charge 165933333   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512927165   old_soc 99.999979   new_charge 165935164   new_soc 99.999993
interval 0.011950   current 14668.827097   old_charge 512928687   old_soc 99.999979   new_charge 165938857   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512932368   old_soc 99.999979   new_charge 165940688   new_soc 99.999993
interval 0.011980   current 14668.827097   old_charge 512933890   old_soc 99.999979   new_charge 165944404   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512937580   old_soc 99.999979   new_charge 165946236   new_soc 99.999993
interval 0.011908   current 14668.827097   old_charge 512939103   old_soc 99.999979   new_charge 165949929   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512942771   old_soc 99.999979   new_charge 165951761   new_soc 99.999993
interval 0.011858   current 14668.827097   old_charge 512944293   old_soc 99.999979   new_charge 165955500   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512947945   old_soc 99.999979   new_charge 165957271   new_soc 99.999993
interval 0.012030   current 14668.827097   old_charge 512949478   old_soc 99.999979   new_charge 165960910   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512953184   old_soc 99.999979   new_charge 165962742   new_soc 99.999993
interval 0.011828   current 14668.827097   old_charge 512954706   old_soc 99.999979   new_charge 165966275   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512958349   old_soc 99.999979   new_charge 165968046   new_soc 99.999993
interval 0.011858   current 14668.827097   old_charge 512959882   old_soc 99.999979   new_charge 165971785   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512963534   old_soc 99.999979   new_charge 165973617   new_soc 99.999993
interval 0.011878   current 14668.827097   old_charge 512965057   old_soc 99.999979   new_charge 165977394   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512968715   old_soc 99.999979   new_charge 165979225   new_soc 99.999993
interval 0.011858   current 14668.827097   old_charge 512970237   old_soc 99.999979   new_charge 165982964   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512973890   old_soc 99.999979   new_charge 165984735   new_soc 99.999993
interval 0.012874   current 14668.827097   old_charge 512975423   old_soc 99.999979   new_charge 165988707   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512979388   old_soc 99.999979   new_charge 165990539   new_soc 99.999993
interval 0.011828   current 14668.827097   old_charge 512980910   old_soc 99.999979   new_charge 165994072   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512984554   old_soc 99.999979   new_charge 165995904   new_soc 99.999993
interval 0.013332   current 14668.827097   old_charge 512986076   old_soc 99.999979   new_charge 165999987   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 512990183   old_soc 99.999979   new_charge 166001758   new_soc 99.999993
interval 0.012214   current 14668.827097   old_charge 512991715   old_soc 99.999979   new_charge 166005501   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 512995477   old_soc 99.999979   new_charge 166007332   new_soc 99.999993
interval 0.012136   current 14668.827097   old_charge 512997000   old_soc 99.999979   new_charge 166010970   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 513000738   old_soc 99.999979   new_charge 166012741   new_soc 99.999993
interval 0.011668   current 14668.827097   old_charge 513002271   old_soc 99.999979   new_charge 166016464   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 513005865   old_soc 99.999979   new_charge 166018296   new_soc 99.999993
interval 0.011638   current 14668.827097   old_charge 513007387   old_soc 99.999979   new_charge 166021748   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 513010972   old_soc 99.999979   new_charge 166023519   new_soc 99.999993
interval 0.012166   current 14668.827097   old_charge 513012504   old_soc 99.999979   new_charge 166027351   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 513016252   old_soc 99.999979   new_charge 166029183   new_soc 99.999993
interval 0.014202   current 14668.827097   old_charge 513017774   old_soc 99.999979   new_charge 166033569   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 513022148   old_soc 99.999979   new_charge 166035340   new_soc 99.999993
interval 0.012166   current 14668.827097   old_charge 513023681   old_soc 99.999979   new_charge 166039173   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 513027429   old_soc 99.999979   new_charge 166041005   new_soc 99.999993
interval 0.012480   current 14668.827097   old_charge 513028951   old_soc 99.999979   new_charge 166044832   new_soc 99.999993
interval 0.004976   current 14668.827097   old_charge 513032795   old_soc 99.999979   new_charge 166046603   new_soc 99.999993
interval 0.011668   current 14668.827097   old_charge 513034328   old_soc 99.999979   new_charge 166050325   new_soc 99.999993
interval 0.004942   current 14668.827097   old_charge 513037922   old_soc 99.999979   new_charge 166052157   new_soc 99.999993
interval 0.011638   current 14668.827097   old_charge 513039444   old_soc 99.999979   new_charge 166055609   new_soc 99.999993
